run_id,phase,algorithm,display_algorithm,category,instance,seed,step,eval,operator,channel,best_cost,route_count,time_seconds
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,0,0,shared_warm_start,shared_warm_start,4086.253616024695,15,0.0
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,1,0,reference_flip_closure,reference_flip_closure,4086.253616024695,15,0.030009209003765136
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,2,5,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,4016.8198086792436,16,0.24024070901214145
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,3,7,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,3980.6086952134374,16,0.3201928750058869
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,4,8,lns_vehicle_type_mutation,flip_operator,3979.8952838287146,16,0.3282105840044096
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,5,13,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,3771.5500653986874,14,0.5565382500062697
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,6,14,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,3679.902496775035,14,0.6027813750115456
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,7,18,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,3631.8860422999974,15,0.7563405840046471
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,8,19,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,3589.5443374077486,15,0.8266505000065081
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,9,20,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,3540.231914116085,15,0.9058111670019571
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,10,25,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,3425.7081396571407,15,1.1448552500078222
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,11,27,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,3421.447971599029,15,1.227264584013028
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,12,28,lns_vehicle_type_mutation,flip_operator,3402.1615594755394,15,1.2355467090092134
C_G4_STABILITY__formal_goeke80__threeshift__e2-threeshift-100c-01__LNS__seed1,C_G4_STABILITY,LNS,LNS,threeshift,e2-threeshift-100c-01,1,13,29,lns_vehicle_type_mutation,flip_operator,3381.620463287307,15,1.2417126670043217
